651.9115912970155;-30721
320.31851541344076;-29721
222.4477895530872;-28721
198.1911527281627;-27721
183.0149298531469;-26721
159.74197349953465;-25721
142.43103637371678;-24721
144.46681299456395;-23721
114.42015398998046;-22721
122.87864866590826;-21721
112.0836635302403;-20721
101.37855384396971;-19721
99.20512207911815;-18721
94.02839065223816;-17721
98.91203007035074;-16721
103.41121076481068;-15721
80.82778523096931;-14721
91.14228528083186;-13721
91.5347670679621;-12721
74.48292151930218;-11721
85.13560992020939;-10721
81.85954324765771;-9721
72.99144371979492;-8721
75.36752059122955;-7721
65.4024897266645;-6721
75.79792803326563;-5721
74.30272654886357;-4721
58.42728710559095;-3721
83.99668335125898;-2721
68.569599896;-1721
62.927814285387285;-721
48.790726986520895;999
56.678591630210576;1999
54.28946874264511;2999
58.348828485948616;3999
53.840172024662024;4999
57.385737415424956;5999
50.894098081866105;6999
44.00985755292277;7999
55.77893741527805;8999
50.2508418815778;9999
50.68498004670255;10999
46.255604030804534;11999
56.431649101192306;12999
53.929993920974084;13999
48.9589270571214;14999
48.84076625315356;15999
46.31128307671679;16999
46.372687679191586;17999
45.23460909381902;18999
44.002789398546156;19999
49.40894548501274;20999
45.896283790982125;21999
52.38405010871065;22999
40.76058882145662;23999
51.124882486546994;24999
46.38038431462519;25999
50.790145679042325;26999
41.75907513432958;27999
47.331377023137975;28999
45.074932552535756;29999
36.03998083353872;30999
35.65906296664252;32719
32.725546731579016;33719
29.300876456369224;34719
30.95818358773613;35719
31.602218555824948;36719
29.63171301864986;37719
35.736490121846145;38719
27.454054425714276;39719
28.82015603201762;40719
34.98875589202089;41719
30.315630827449695;42719
31.14876459130801;43719
34.03627429345215;44719
29.399488892281624;45719
31.960642649994952;46719
36.686875404734565;47719
34.09591594379344;48719
38.25156769962814;49719
37.12750355872231;50719
32.56671044052109;51719
30.981106180763163;52719
29.132130115428026;53719
27.10489850481099;54719
27.716363515409284;55719
34.023097086278995;56719
30.861863393789918;57719
31.95126076542215;58719
29.875246685523962;59719
34.790734211224844;60719
31.591832553168388;61719
30.748028405381092;62719
23.69886378031515;64439
25.603367428328966;65439
28.107916666815527;66439
23.70139081615025;67439
28.63675555323971;68439
22.242315743239942;69439
27.923466959979123;70439
619.3430048264563;-30721
295.4133401652798;-29721
222.15173721523024;-28721
181.05570751428604;-27721
178.41029556794092;-26721
165.78760083415546;-25721
136.94842046056874;-24721
138.69837835617363;-23721
115.3202870109235;-22721
115.3412791317678;-21721
117.55995961040026;-20721
112.44584826438222;-19721
107.05584765545791;-18721
98.757428964047;-17721
91.91531089725322;-16721
83.75770934610046;-15721
80.84797159707523;-14721
93.38356764940545;-13721
80.23343214519264;-12721
75.53020264093357;-11721
76.7532035701297;-10721
82.69546863606956;-9721
81.8640266894945;-8721
63.99044041708112;-7721
71.98199511812709;-6721
75.56586828788568;-5721
75.37920659549127;-4721
68.1084758615616;-3721
67.7244090562599;-2721
61.46772230404167;-1721
66.15154005491058;-721
53.543006713545765;999
47.50725849150331;1999
51.80237618233514;2999
49.86444462351574;3999
48.22953893789963;4999
54.23271070936971;5999
60.632493430886825;6999
52.53549126654616;7999
58.149727900188736;8999
46.8412873115376;9999
48.24697378534256;10999
49.00026605996027;11999
53.872582089170464;12999
44.174369222491805;13999
54.970649304726976;14999
53.003615338137024;15999
44.60795485265771;16999
53.194460924079976;17999
47.44969785103967;18999
43.70641484054795;19999
60.94550627745048;20999
47.11235234697597;21999
46.88670179147084;22999
47.86975809754949;23999
38.010669922743546;24999
40.32572917454854;25999
49.296400560262555;26999
48.670397903382764;27999
48.095637907565106;28999
43.24568892161187;29999
42.21071272881454;30999
37.95024805108551;32719
35.76215337484973;33719
34.982356046531095;34719
34.68450351898355;35719
637.3484740462154;-30721
642.169455325231;-30720
1158.8372318416368;-29720
260.1041220125917;-28720
646.7747391555458;-30720
653.9167029419914;-30720
1206.8870096649043;-29720
222.08297311572824;-28720
250.03446211347182;-27720
172.65296948801915;-26720
231.27520439916043;-25720
161.74410040470536;-24720
244.6821419247044;-23720
230.20323324083736;-22720
139.44676892165234;-21720
119.07368582881134;-20720
201.32317764978131;-19720
264.7529384921628;-18720
126.8369563957503;-17720
146.17321254456783;-16720
129.30017865821162;-15720
124.27678957944536;-14720
113.35577743767196;-13720
148.94140955049104;-12720
755.5184712123323;-11720
153.27419045923966;-10720
119.28626888171617;-9720
109.22697190350844;-8720
217.61231769277603;-7720
119.1384437702151;-6720
133.69289034663254;-5720
110.74466856484668;-4720
167.78846841105778;-3720
106.00616045903811;-2720
102.75959406800153;-1720
98.75149679942919;-720
307.08934628777206;999
515.6823764815053;1999
93.22660699309927;2999
84.4296782616293;3999
84.90234800305552;4999
70.32107713534697;5999
75.41170538050847;6999
120.84790296952349;7999
69.21443791728984;8999
70.02292393149168;9999
98.64007030022071;10999
72.17224808253093;11999
104.07689559566433;12999
85.8082391985455;13999
75.14996750663882;14999
80.12698324034278;15999
78.47471311288066;16999
79.67125782282451;17999
65.64766483835022;18999
75.53479040151979;19999
67.947473462003;20999
78.37488665489137;21999
62.98695746740951;22999
57.97790754273213;23999
70.30916438294592;24999
49.64429716430034;25999
116.95949966450195;26999
53.79749957327066;27999
52.72938899281252;28999
51.446614263542514;29999
52.26643470109555;30999
212.99457924999297;32718
69.50029881738374;33718
48.87892381180791;34718
37.806980459768965;35718
41.35576879435584;36718
74.98390510622399;37718
48.81422279805065;38718
45.9370838694237;39718
85.11911939843907;40718
48.204029235842405;41718
35.823984561688505;42718
41.03831104206813;43718
44.33433667867898;44718
42.39723619319348;45718
56.53615253486683;46718
43.377745654039;47718
70.87138716561705;48718
45.8168813692711;49718
40.44896790640044;50718
40.750752649379095;51718
52.67219229089951;52718
41.38872074684802;53718
34.912321056668304;54718
42.20088066588235;55718
31.60075832178768;56718
63.087644031684114;57718
44.81899635390765;58718
45.631774713250046;59718
36.749908853381214;60718
47.99134548137728;61718
45.92131518055231;62718
156.3799336613156;64437
57.76722632968358;65437
30.196487018741095;66437
36.233616733627684;67437
26.923669745181044;68437
45.27208921333313;69437
26.862173969320693;70437
